image_path,category,subcategory,full_label
Data\Organic\kitchen_waste\compost-food-waste.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\composting-kitchen-waste.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\contaminated-plastic-food-packaging.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\content13101.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\d-prepared-with-tomatoes-cucumber-paper-bowl-zero-waste-dishware_118631-3969.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\D9CA7F37-D4DB-4B38-B024-B08AC53C49DC_623963a3e690a.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\DemHuJ-W0AAARkM.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\dfh17may072-2-shutterstock_277774175.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\DuPont-s-clean-label-food-waste-innovation-for-plant-based-products.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\Eco_friendly_bulk_food_shopping_bags_940x.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\Feat_Image-Kitchen_garden_1024x1024.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\Food-Waste-Management--scaled.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\food-waste-shutterstock.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\Food20Waste.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\foodwaste-683x1024.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\foodwaste_custom-419d4cfb36e0fc8ed48fe293b8c1d2bb6aba670d.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\food_waste_750.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\garbage-crisis-swachh-india.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\growing-your-own-herbs.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\Health-benefits-of-plant-based-diet.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\healthy-food-eating-groceries-1200x628-facebook.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\home-composting-of-kitchen-waste.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\how-to-compost-at-home.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\hq720.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\IF1902feature.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\IMG_2699.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\img_5e753bd9d6549-1.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\intro-1644823869.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\iStock-1179964582.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\johnny-mcclung-702726-unsplash.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\jovitaaranha_bluru_cooking_gas_from_waste.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\kitchen-compost.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\large-6wJiZ2axa3SGf0D7REkk.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\making-organic-fertilizer-from-kitchen-waste-and-vegetable-waste-2C8427C.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\maxresdefault.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\maxresdefault2.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\maxresdefault3.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\maxresdefault4.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\maxresdefault5.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\New_Food_Diagram_Image3130.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\organic-garden-fertilizer-biodegradable-kitchen-waste-composting-food-leftovers-banner-2FN46K6.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\Organic-waste-to-wealth.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\p084qtwc.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\p0dq9blh.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\p0dq9c0j.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\PepsiCo-India-pilots-plant-based-packaging-to-address-plastic-waste.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\pests-to-pets-the-future-of-food-and-feed-may-depend-on-insects.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\Pic2-7.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\pit-composting-kitchen-scraps.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\Plant-based-functional-food-ingredients-scrutinised-in-Pro-Enrich-project.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\Plant-based-nuggets-1024x536.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\ro-waste-packaging-fresh-raw-food-seasonal-vegetables-home-kitchen-176733986.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\ro-waste-packaging-fresh-raw-food-seasonal-vegetables-home-kitchen-176734460.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\scandinavian-kitchen.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\Start-up-upcycles-liquid-food-waste-into-plant-based-cheese.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\sustainability-waste-reducing-food-loss-article-header-fw.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\Untitled-design-5-2-770x433.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\vegan20books20indybest20copy.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\vegetable-waste-infographics.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\vermicomposting-1536x1028-1.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\waste-machine-759.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\waste-segregation.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\which-diet-least-food-waste-lead-image.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\YMXAVDT77NLGDJWI7GD4ZTHA6E.jpg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\13399_2022_2473_Fig1_HTML.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\1622878634889.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\3-Figure1-1.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\768-Glad-C2A9-Salty-Dingo-2021-2846-Frame-1.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\Comparison-of-the-food-waste-estimated-using-the-MFA-approach-for-different-food-groups.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\environmental-impacts-of-a-year-of-wasted-food_0.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\Food-Waste-based-Bio-gas-Plant-1.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\FoodWasteComposting_800x800_01.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\garbage-hero.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\ImageForArticle_1068_15838554769721277.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\science-stories-27b.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\Screen_Shot_2022-11-07_at_11.19.24_PM_480x480.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\shutterstock_1140138707.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\shutterstock_574145911-2.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\sustainability-12-01976-g001.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\te-Vegan-Meal-Plan-Digital-Recipe-Book-Plant-based-recipes-zero-waste-living.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\vegan-plant-based-protein-food-waste-solution-header.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\waste20ryc.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\Zero-Waste-Dishes_825_432_int.png,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\1200px-Trashed_vegetables_in_Luxembourg.jpeg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\chennai-3bin-set-up-home-compost-PADMAJAJ-Jul-2022.jpeg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\chennai-geetha-home-compost-ready-PADMAJAJ-Jul-2022.jpeg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\chennai-geetha-terrace-garden-PADMAJAJ-Jul-2022.jpeg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\food-webinar-1-1024x558.jpeg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\plantbased-ingredient.jpeg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\Trashed_vegetables_in_Luxembourg.jpeg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\vegan-plant-based-news-food-waste-livekindly.jpeg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\kitchen_waste\vg2c00050_0006.jpeg,Organic,kitchen_waste,Organic_kitchen_waste
Data\Organic\yard_trimmings\1651988918799_a-gardener-collecting-garden-waste.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\20a.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\21234793-standard.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\5ef29252e080f.image.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\633feb24edb9f162ad4fae10-leaf-bag-garden-lawn-yard-waste-grass.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\6397f71debd6337c8620d1f6-30-gallon-kraft-lawn-and-leaf-bags-10.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\81N-ONuWifL._AC_UF10001000_QL80_.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\81Qdib204pL._AC_UF8941000_QL80_.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\82eaad00-a41b-4dd1-b948-b5b096341d04-012489.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\A1IUzTG2TJL._AC_UF8941000_QL80_.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\adding_leaves_to_compost_bin.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\adult-male-hand-holding-compost-consisting-household-waste-dry-leaves-grass-clippings-224470893.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\bag-of-leaves.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Banner_YardWaste.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\bmw1dcc842511.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Can-You-Put-Yard-Waste-In-Trash.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Compost-bin.shutterstock_156179246.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\compost-yard-waste-featured.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Composted-Mixed-Yard-Waste-Organic-Garden-Mulch.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\composting-grass-clippings.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\composting-yard-waste.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\compostPile_lg.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\curb-it-recycling-st-johns-newfoundland-yard-waste.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\depositphotos_24939463-stock-photo-garden-waste-recycling-ii.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\depositphotos_29706517-stock-photo-garden-work.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\depositphotos_66088493-stock-photo-garbage-bags-on-green-yard.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Dispose-of-Yard-Waste.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\dsc_0103.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\ed-manicured-shaped-pruning-flooring-woody-plant-landscape-architect-1135582.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\excessive-lawn-clippings.JPG.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\FUF5hW_XsAAriOa.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\garden-clearance-3.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\garden-waste-Biogreen-640w.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\garden-worker-trimming-trees-with-scissors-yard_732190-2409.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\garden-worker-trimming-trees-with-scissors-yard_732190-2412.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\garden-worker-trimming-trees-with-scissors-yard_732190-2450.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\garden-yard-waste-garden-yard-waste-illustration-108766665.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\grass-clippings-as-mulch_featured.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Grass-clippings.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\grass-clippings_0.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\grass-mulch.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Grasscycling_545px5B35D.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\grass_mowing722x550-1.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\How-To-Dispose-of-Yard-Waste-6.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\How-To-Dispose-of-Yard-Waste-9.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\how-to-use-grass-clippings.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\IMG_4398.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\in-gardens-and-squares-full-recirculation-of-mother-natures-products-2R1E55N.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\iStock-leaves-rack-fall-sized.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\kid-working-hard-in-her-front-yard-spreading-grass-seed-while-her_t20_WgVx4m.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\landscape1.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\lawn-clippings-.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\lawn-clippings-mulch.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\lawn-mower-grass-yard-trimmings---getty-images.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\lawn-mower-green-grass.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Lawn-Trimming-Edging-Differneces.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Leaf-Bags.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Leaf-pile-2-e1509567633308.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\leaf-yard-waste.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\leaves-branches-clippings-and-yard-waste-in-clear-bags-and-blue-barrels-BAJ6R7.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\LYWSmall.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\maxresdefault.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\maxresdefault2.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\MMRecycleYardLeavesAsMulch900x450min.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\MMRecycleYardWattleFence900x450min.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\n-a-garden-piled-full-with-foliage-and-greenery-ready-to-be-moved-1710077149.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\paper-sacks-full-or-grass-and-yard-clippings-left-at-the-curb-for-JCR0H8.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\pile-pruned-debris-shrub-trimmings-piled-neighborhood-sidewalk-yard-garden-trimmings-187559803.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\r0_0_5600_3733_w5600_h3733_fmax.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\raking-feature.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\raking-up-grass-cuttings-in-spring-during-yard-maintenance-with-a-GT8C20.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\rc_yard_waste_site.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\reusing-garden-waste.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\round-lidded-plastic-garbage-cans-awaiting-curbside-collection-on-2085653041.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\rsz_shutterstock_1129173176.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\rsz_shutterstock_656785330.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Ryan-and-Model-at-compost-b.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\sidential-lawns-gardens-grass-clippings-leaves-branches-silhouette-210345973.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\stock-photo-freshly-raked-backyard-with-rake-leaves-and-recycling-yard-waste-paper-bag-31652473.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\stock-photo-row-of-recycling-yard-waste-paper-bags-121844143.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\stock-photo-wheelbarrow-full-with-garden-weeds-and-tools-in-a-garden-399197368.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\STORM-DRAIN_WOMAN-SWEEPING.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\th-black-bag-of-grass-clippings-grass-cuttings-in-a-black-plastic-1558537151.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\trash.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\trim-hedges-man-front-house-trimming-electric-edger-44768144.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Trimming-hedges-AdobeStock_70569449-600x399.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\ukecwlgg6urz.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Urban-plants-yard-waste.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\ut-medium-brush-and-yard-waste-660x396.jpg__660.0x396.0_q85_crop_subsampling-2_upscale.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\wheelbarrow-with-garden-waste-in-a-rural-garden-at-a-half-timbered-EBNYYX.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\wn-and-leaf-bags-full-of-yard-waste-sit-on-street-curb-waiting-to-2214986939.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\woman-operating-heavy-duty-leaf-blower-copy.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yard-clippings-heaped-in-wheelbarrow-BJCHJC.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yard-trimmings.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Yard-Waste-101.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yard-waste-540x540.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yard-waste-540x5402.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yard-waste-by-street-waiting-to-be-picked-up-FJ0XYB.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Yard-Waste-GettyImages-171242694.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yard-waste-in-trash.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yard-waste-paper-bag-AdobeStock_14631106-600x400.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yard-waste-pick-up.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yard-waste-removal_1.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yard-waste-set-out.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yard-waste-TS_1.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Yard20Waste202.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Yardwaste-Recycling-1024x683.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yardwaste.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\YardWaste.JPG.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\YardWasteHeaderImage.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Yard_and_garden_waste.JPG.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yard_waste.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Yard_Waste_1.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Yard_Waste_Collection_begins_2022_1200x1200_0.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yard_waste_plants1.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\ypark_002.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Carson-City-Green-Waste-Composting-Yes-and-No-Materials.png,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Dont-trash-natural-areas-2.png,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\No20YW20in20Plastic20Postcard.png,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Yard-waste-1024x532.png,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yard-waste-disposal-1-1-.png,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yard-waste-header.png,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\yard-waste.png,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\AdobeStock_316707406_adobespark-1024x623.jpeg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\Bring-yard-waste-containr-to-curb2-scaled.jpeg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\ghows-OH-87fd5305-18d9-4f81-8846-5a19428471c8-76bdaf05.jpeg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\image-asset.jpeg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\1651988918799_a-gardener-collecting-garden-waste.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\20a.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\21234793-standard.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\5ef29252e080f.image.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\633feb24edb9f162ad4fae10-leaf-bag-garden-lawn-yard-waste-grass.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\6397f71debd6337c8620d1f6-30-gallon-kraft-lawn-and-leaf-bags-10.jpg,Organic,yard_trimmings,Organic_yard_trimmings
Data\Organic\yard_trimmings\81N-ONuWifL._AC_UF10001000_QL80_.jpg,Organic,yard_trimmings,Organic_yard_trimmings
